MainBranch,RemoteWork,EdLevel,LearnCode,LearnCodeOnline,YearsCode,DevType,OrgSize,Country,WorkExp,Industry,generation,Employment_Status,Language_Category,Tech_Category
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Medium Organizations,Uruguay,9.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,9,Data Science and Research Roles,Medium Organizations,United States of America,6.0,Technology and Information Services,Y,Employed,Server-Side Development,Backend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Small Organizations,Bangladesh,4.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Non-developer,Remote,Degree,Books / Physical Media,Mixed Approaches,6,"Education, Advocacy, and Sales Roles",Medium Organizations,United States of America,10.0,Technology and Information Services,Y,Employed,Web Development,Backend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,4,Software Development Roles,Small Organizations,Mexico,2.0,Manufacturing Sector,Z,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,14,Software Development Roles,Medium Organizations,Poland,13.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Small Organizations,Cuba,15.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Small Organizations,United States of America,12.0,Services and Advertising,Y,Not employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Management and Executive Roles,Small Organizations,Turkey,15.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Secondary Education,Books / Physical Media,Mixed Approaches,20,Management and Executive Roles,Medium Organizations,Brazil,20.0,Financial Sector,Y,Employed,Server-Side Development,Uncategorized
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Large Organizations,United Kingdom of Great Britain and Northern Ireland,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,21,Software Development Roles,Small Organizations,Peru,21.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, System Programming",JavaScript Libraries
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Large Organizations,Israel,4.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,13,Software Development Roles,Small Organizations,South Africa,11.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,6,Data Science and Research Roles,Medium Organizations,"Venezuela, Bolivarian Republic of...",5.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Medium Organizations,United States of America,17.0,Financial Sector,X,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Medium Organizations,United States of America,19.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Engineering and Operations Roles,Medium Organizations,Poland,11.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,30,Software Development Roles,Large Organizations,United States of America,30.0,Manufacturing Sector,X,Not employed,Server-Side Development,Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,9,Software Development Roles,Small Organizations,United States of America,5.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,14,Software Development Roles,Medium Organizations,Georgia,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, System Programming",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,12,Software Development Roles,Large Organizations,United Kingdom of Great Britain and Northern Ireland,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,2,Software Development Roles,Small Organizations,Israel,2.0,Financial Sector,Y,Not employed,"Server-Side Development, Web Development, System Programming",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,25,Software Development Roles,Medium Organizations,Bulgaria,16.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Some College,Online Courses / Bootcamps,Mixed Approaches,3,Software Development Roles,Small Organizations,Argentina,3.0,Healthcare and Education,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Small Organizations,United States of America,12.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,6,Engineering and Operations Roles,Large Organizations,United States of America,0.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Small Organizations,Germany,14.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,11,Software Development Roles,Medium Organizations,Israel,11.0,Technology and Information Services,Y,Employed,Server-Side Development,Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Medium Organizations,Tunisia,4.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,25,Data Science and Research Roles,Small Organizations,United States of America,20.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development, System Programming",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,19,Software Development Roles,Medium Organizations,Germany,12.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,5,Software Development Roles,Medium Organizations,Poland,2.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,13,Software Development Roles,Small Organizations,Austria,10.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,9,Software Development Roles,Small Organizations,Romania,2.0,Government and Other Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,4,Engineering and Operations Roles,Small Organizations,Benin,1.0,Government and Other Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,16,Management and Executive Roles,Medium Organizations,United States of America,7.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Large Organizations,United Kingdom of Great Britain and Northern Ireland,8.0,Services and Advertising,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
